group,genome_bp,cds
MHQ WGS (N=3164),4355428.89,3162.25
MHQ WGS (N=3164),6692003.94,7297.69
MHQ WGS (N=3164),2347768.8,2183.88
MHQ WGS (N=3164),6642046.52,5938.19
MHQ WGS (N=3164),2014462.51,1818.94
MHQ WGS (N=3164),4801379.17,3793.11
MHQ WGS (N=3164),2588064.42,2683.21
MHQ WGS (N=3164),2851950.89,2719.1
MHQ WGS (N=3164),5935775.44,5465.37
MHQ WGS (N=3164),4339687.53,4378.08
MHQ WGS (N=3164),3675366.57,3784.5
MHQ WGS (N=3164),3818633.78,3178.05
MHQ WGS (N=3164),3936986.52,3390.42
MHQ WGS (N=3164),5787950.04,6551.57
MHQ WGS (N=3164),2552673.01,2510.32
MHQ WGS (N=3164),5162101.82,5697.05
MHQ WGS (N=3164),4786604.49,5332.1
MHQ WGS (N=3164),5397639.37,4428.04
MHQ WGS (N=3164),1826735.88,1934.07
MHQ WGS (N=3164),11504346.72,10966.81
MHQ WGS (N=3164),7262674.1,5464.2
MHQ WGS (N=3164),7110660.37,7017.73
MHQ WGS (N=3164),7316133.2,9216.58
MHQ WGS (N=3164),4703040.46,5213.21
MHQ WGS (N=3164),8146739.19,7545.0
MHQ WGS (N=3164),5345990.41,4837.66
MHQ WGS (N=3164),2878297.19,2886.4
MHQ WGS (N=3164),5108858.5,3486.95
MHQ WGS (N=3164),2767848.06,2201.74
MHQ WGS (N=3164),3061041.97,3061.69
MHQ WGS (N=3164),2958632.68,2762.01
MHQ WGS (N=3164),2435410.33,2538.05
MHQ WGS (N=3164),2938733.25,2719.78
MHQ WGS (N=3164),3269002.83,3598.48
MHQ WGS (N=3164),3369032.45,3357.99
MHQ WGS (N=3164),4175942.86,3939.0
MHQ WGS (N=3164),2980223.04,3098.72
MHQ WGS (N=3164),2569995.09,2948.01
MHQ WGS (N=3164),9041624.08,7051.74
MHQ WGS (N=3164),5265643.86,4896.28
MHQ WGS (N=3164),4602666.83,4330.11
MHQ WGS (N=3164),5824919.97,3893.05
MHQ WGS (N=3164),2328697.82,2661.05
MHQ WGS (N=3164),4123841.1,3881.69
MHQ WGS (N=3164),5730160.93,6004.34
MHQ WGS (N=3164),5982686.73,6368.79
MHQ WGS (N=3164),4488270.02,3781.18
MHQ WGS (N=3164),4587864.46,5180.66
MHQ WGS (N=3164),3237580.64,3253.7
MHQ WGS (N=3164),4535926.19,4483.28
MHQ WGS (N=3164),4284112.33,4689.47
MHQ WGS (N=3164),4799741.54,5061.91
MHQ WGS (N=3164),2944244.37,3104.6
MHQ WGS (N=3164),4499910.34,5211.73
MHQ WGS (N=3164),3646869.19,2599.29
MHQ WGS (N=3164),2817284.5,2608.0
MHQ WGS (N=3164),5638634.65,5627.35
MHQ WGS (N=3164),4994945.65,4743.21
MHQ WGS (N=3164),2819655.5,2618.54
MHQ WGS (N=3164),5388586.73,4988.8
MHQ WGS (N=3164),3198152.55,2554.88
MHQ WGS (N=3164),4822868.15,3950.04
MHQ WGS (N=3164),3631409.34,3705.7
MHQ WGS (N=3164),3827296.35,3535.36
MHQ WGS (N=3164),8083473.39,9391.19
MHQ WGS (N=3164),4348786.44,3537.26
MHQ WGS (N=3164),5809032.56,4707.36
MHQ WGS (N=3164),6361378.92,5926.62
MHQ WGS (N=3164),4971831.06,5345.43
MHQ WGS (N=3164),4094238.48,4078.77
MHQ WGS (N=3164),5754355.73,5366.52
MHQ WGS (N=3164),2603200.56,2484.53
MHQ WGS (N=3164),4355031.34,3450.65
MHQ WGS (N=3164),3949209.0,3719.13
MHQ WGS (N=3164),7378009.02,8010.96
MHQ WGS (N=3164),2861684.25,3051.69
MHQ WGS (N=3164),4506817.34,3392.11
MHQ WGS (N=3164),3068025.02,2787.51
MHQ WGS (N=3164),2423397.51,2134.27
MHQ WGS (N=3164),3279833.15,3687.46
MHQ WGS (N=3164),4284825.44,4824.94
MHQ WGS (N=3164),2591892.79,2297.53
MHQ WGS (N=3164),4194782.16,3029.45
MHQ WGS (N=3164),3156228.39,3714.15
MHQ WGS (N=3164),5984437.96,5592.95
MHQ WGS (N=3164),5670121.9,5626.0
MHQ WGS (N=3164),5462816.63,5067.96
MHQ WGS (N=3164),5073776.81,4224.03
MHQ WGS (N=3164),3685963.51,3745.89
MHQ WGS (N=3164),2024866.53,1664.4
MHQ WGS (N=3164),3131232.05,3033.47
MHQ WGS (N=3164),7901149.99,9724.61
MHQ WGS (N=3164),4048311.81,2940.1
MHQ WGS (N=3164),4356208.61,2843.21
MHQ WGS (N=3164),1121823.25,955.76
MHQ WGS (N=3164),4198983.01,3907.98
MHQ WGS (N=3164),8844634.03,8717.74
MHQ WGS (N=3164),5171162.65,6256.26
MHQ WGS (N=3164),3313043.68,3184.41
MHQ WGS (N=3164),4057672.36,3988.53
MHQ WGS (N=3164),5429833.52,3895.52
MHQ WGS (N=3164),3515861.33,3818.51
MHQ WGS (N=3164),2471821.84,2434.73
MHQ WGS (N=3164),2937907.28,2978.68
MHQ WGS (N=3164),6000254.03,6169.37
MHQ WGS (N=3164),10078930.9,11252.51
MHQ WGS (N=3164),2564448.34,2470.32
MHQ WGS (N=3164),7471536.26,7367.14
MHQ WGS (N=3164),4848006.16,4177.81
MHQ WGS (N=3164),1837319.09,1740.83
MHQ WGS (N=3164),3532939.96,3252.11
MHQ WGS (N=3164),5203185.85,5025.56
MHQ WGS (N=3164),3171863.14,2950.0
MHQ WGS (N=3164),3904177.65,3427.71
MHQ WGS (N=3164),1714249.78,1568.06
MHQ WGS (N=3164),2182706.68,2079.13
MHQ WGS (N=3164),7425497.36,6788.15
MHQ WGS (N=3164),4081139.85,5485.5
MHQ WGS (N=3164),3991466.71,3760.73
MHQ WGS (N=3164),5912673.89,5446.01
MHQ WGS (N=3164),3838816.32,3733.8
MHQ WGS (N=3164),4202788.25,4370.32
MHQ WGS (N=3164),2559079.06,2695.97
MHQ WGS (N=3164),3855423.17,3167.03
MHQ WGS (N=3164),4157140.37,4825.19
MHQ WGS (N=3164),3554936.13,3595.1
MHQ WGS (N=3164),7327937.07,7163.86
MHQ WGS (N=3164),9004193.32,7439.77
MHQ WGS (N=3164),3678128.68,3402.38
MHQ WGS (N=3164),7340504.02,7962.18
MHQ WGS (N=3164),4445923.97,5184.45
MHQ WGS (N=3164),5536796.35,5565.15
MHQ WGS (N=3164),2466772.05,2084.64
MHQ WGS (N=3164),4805638.89,4787.16
MHQ WGS (N=3164),1661192.47,1512.17
MHQ WGS (N=3164),2975586.72,2934.33
MHQ WGS (N=3164),4099129.01,3343.19
MHQ WGS (N=3164),4234394.04,4482.57
MHQ WGS (N=3164),3883800.41,3788.66
MHQ WGS (N=3164),3744941.0,3157.5
MHQ WGS (N=3164),3704208.24,3483.57
MHQ WGS (N=3164),3004257.34,2401.37
MHQ WGS (N=3164),2635519.42,2621.25
MHQ WGS (N=3164),4109902.98,3849.22
MHQ WGS (N=3164),5568717.6,6088.98
MHQ WGS (N=3164),4515563.86,5426.06
MHQ WGS (N=3164),4437662.13,4561.58
MHQ WGS (N=3164),3150768.39,2836.1
MHQ WGS (N=3164),3312651.71,2845.09
MHQ WGS (N=3164),3115503.17,2864.04
MHQ WGS (N=3164),3067515.25,2790.12
MHQ WGS (N=3164),4613426.71,4127.97
MHQ WGS (N=3164),3481388.63,3324.7
MHQ WGS (N=3164),2239266.11,1511.0
MHQ WGS (N=3164),4833214.46,5488.33
MHQ WGS (N=3164),7099896.59,8556.24
MHQ WGS (N=3164),2384962.63,3212.34
MHQ WGS (N=3164),4593229.97,3802.7
MHQ WGS (N=3164),2892306.66,2183.59
MHQ WGS (N=3164),3561449.01,3785.09
MHQ WGS (N=3164),3287630.85,2822.1
MHQ WGS (N=3164),6117059.42,5449.59
MHQ WGS (N=3164),5024559.4,4183.76
MHQ WGS (N=3164),4331880.57,4861.78
MHQ WGS (N=3164),3409858.86,4736.04
MHQ WGS (N=3164),5208690.62,5252.79
MHQ WGS (N=3164),4125324.1,4000.15
MHQ WGS (N=3164),2988030.81,2904.45
MHQ WGS (N=3164),2820454.3,2985.74
MHQ WGS (N=3164),4258629.08,3475.08
MHQ WGS (N=3164),3288524.18,3039.69
MHQ WGS (N=3164),2773809.35,2491.84
MHQ WGS (N=3164),6976526.2,5948.77
MHQ WGS (N=3164),4142722.71,3644.57
MHQ WGS (N=3164),7860744.55,8097.55
MHQ WGS (N=3164),2422646.21,1634.31
MHQ WGS (N=3164),6229856.22,5989.97
MHQ WGS (N=3164),4508096.85,4213.38
MHQ WGS (N=3164),2910598.55,2619.7
MHQ WGS (N=3164),4049467.56,3435.67
MHQ WGS (N=3164),4065705.31,3987.91
MHQ WGS (N=3164),5463935.92,5609.78
MHQ WGS (N=3164),6055118.37,5256.31
MHQ WGS (N=3164),5422741.84,5286.55
MHQ WGS (N=3164),3107877.47,3111.24
MHQ WGS (N=3164),3083272.31,2784.75
MHQ WGS (N=3164),3017941.04,3222.65
MHQ WGS (N=3164),4645788.86,4400.9
MHQ WGS (N=3164),1909929.95,1754.89
MHQ WGS (N=3164),3749464.14,3811.76
MHQ WGS (N=3164),2915540.59,3231.93
MHQ WGS (N=3164),8170117.56,7000.29
MHQ WGS (N=3164),3814494.17,3264.79
MHQ WGS (N=3164),2699901.46,2461.84
MHQ WGS (N=3164),2246323.72,2314.37
MHQ WGS (N=3164),5448748.02,5303.94
MHQ WGS (N=3164),2532433.82,2231.2
MHQ WGS (N=3164),4157771.7,4041.1
MHQ WGS (N=3164),6525898.32,5388.77
MHQ WGS (N=3164),2944155.33,3574.27
MHQ WGS (N=3164),5023465.62,4093.12
MHQ WGS (N=3164),2838919.01,2436.24
MHQ WGS (N=3164),5232492.12,4792.54
MHQ WGS (N=3164),4184563.55,3001.3
MHQ WGS (N=3164),7355359.53,7754.9
MHQ WGS (N=3164),4425789.4,4598.48
MHQ WGS (N=3164),2939672.13,2717.02
MHQ WGS (N=3164),1988929.68,2177.37
MHQ WGS (N=3164),2176947.19,2018.32
MHQ WGS (N=3164),5021633.2,4822.37
MHQ WGS (N=3164),4759946.44,4625.42
MHQ WGS (N=3164),3469148.23,2958.9
MHQ WGS (N=3164),4967077.88,5845.37
MHQ WGS (N=3164),3093537.16,2262.42
MHQ WGS (N=3164),4956639.02,5712.36
MHQ WGS (N=3164),5024597.31,4890.8
MHQ WGS (N=3164),2647850.41,2015.32
MHQ WGS (N=3164),2588910.07,2250.52
MHQ WGS (N=3164),7081922.69,7091.01
MHQ WGS (N=3164),4456210.69,3715.83
MHQ WGS (N=3164),5106564.71,4788.48
MHQ WGS (N=3164),4225990.68,4034.97
MHQ WGS (N=3164),3698967.66,3408.95
MHQ WGS (N=3164),6386917.94,6349.27
MHQ WGS (N=3164),2687720.12,2662.57
MHQ WGS (N=3164),2102340.45,2037.63
MHQ WGS (N=3164),4704887.01,4300.63
MHQ WGS (N=3164),3636161.47,3681.37
MHQ WGS (N=3164),5808996.53,6554.77
MHQ WGS (N=3164),4438044.41,5395.86
MHQ WGS (N=3164),4447380.26,5300.6
MHQ WGS (N=3164),5604738.3,5481.18
MHQ WGS (N=3164),3960659.06,4103.02
MHQ WGS (N=3164),4769450.95,4643.46
MHQ WGS (N=3164),1143572.56,1773.87
MHQ WGS (N=3164),5969018.46,7524.62
MHQ WGS (N=3164),4706210.47,4484.08
MHQ WGS (N=3164),5236050.61,4443.95
MHQ WGS (N=3164),2691889.85,2508.55
MHQ WGS (N=3164),2433931.67,2022.52
MHQ WGS (N=3164),3352220.67,4271.15
MHQ WGS (N=3164),2761417.65,2699.9
MHQ WGS (N=3164),6864126.42,5351.73
MHQ WGS (N=3164),7211163.16,6121.36
MHQ WGS (N=3164),5874139.26,4987.05
MHQ WGS (N=3164),5326215.42,5131.38
MHQ WGS (N=3164),4308333.27,4418.16
MHQ WGS (N=3164),4489940.86,4119.02
MHQ WGS (N=3164),9882636.72,7817.81
MHQ WGS (N=3164),4201726.43,3348.79
MHQ WGS (N=3164),7126338.94,6910.97
MHQ WGS (N=3164),3236611.64,3795.53
MHQ WGS (N=3164),5167720.95,6165.8
MHQ WGS (N=3164),5014258.83,5000.36
MHQ WGS (N=3164),10925855.78,11999.74
MHQ WGS (N=3164),5880559.29,5296.08
MHQ WGS (N=3164),3922739.64,4058.37
MHQ WGS (N=3164),5378755.69,3988.28
MHQ WGS (N=3164),4379547.46,3027.37
MHQ WGS (N=3164),2116373.62,2061.38
MHQ WGS (N=3164),3988896.89,4236.42
MHQ WGS (N=3164),5072228.65,5799.47
MHQ WGS (N=3164),3868393.28,2651.96
MHQ WGS (N=3164),2122887.81,1773.31
MHQ WGS (N=3164),2876708.54,2985.13
MHQ WGS (N=3164),4517565.82,3429.73
MHQ WGS (N=3164),2934271.85,2413.15
MHQ WGS (N=3164),6085213.86,4866.44
MHQ WGS (N=3164),5584762.39,4488.29
MHQ WGS (N=3164),3775362.29,4264.04
MHQ WGS (N=3164),2794442.64,2384.95
MHQ WGS (N=3164),5039482.85,4071.8
MHQ WGS (N=3164),4901109.99,5075.74
MHQ WGS (N=3164),2991992.83,3129.35
MHQ WGS (N=3164),3577144.63,3491.74
MHQ WGS (N=3164),3826436.46,4095.19
MHQ WGS (N=3164),8837548.96,8096.65
MHQ WGS (N=3164),3538337.64,3317.36
MHQ WGS (N=3164),3101073.15,3446.9
MHQ WGS (N=3164),3851547.01,4645.59
MHQ WGS (N=3164),1799843.75,1933.7
MHQ WGS (N=3164),11208813.81,11007.24
MHQ WGS (N=3164),4241944.55,3889.98
MHQ WGS (N=3164),3910627.41,4145.71
MHQ WGS (N=3164),1916312.09,2003.78
MHQ WGS (N=3164),4023096.17,3963.28
MHQ WGS (N=3164),4885866.99,5544.12
MHQ WGS (N=3164),4982179.86,4940.21
MHQ WGS (N=3164),7643351.04,8344.28
MHQ WGS (N=3164),4718879.68,4893.36
MHQ WGS (N=3164),2208036.12,2784.86
MHQ WGS (N=3164),4535654.55,5572.55
MHQ WGS (N=3164),5502887.91,4909.95
MHQ WGS (N=3164),2416029.32,2604.33
MHQ WGS (N=3164),4689137.52,4359.35
MHQ WGS (N=3164),6819372.83,7187.78
MHQ WGS (N=3164),3425428.68,3978.11
MHQ WGS (N=3164),5456063.42,6295.86
MHQ WGS (N=3164),7626808.51,7131.95
MHQ WGS (N=3164),5168534.26,4628.38
MHQ WGS (N=3164),2814904.51,2280.74
MHQ WGS (N=3164),3084227.69,3166.31
MHQ WGS (N=3164),2835903.37,1993.59
MHQ WGS (N=3164),5511584.04,6008.82
MHQ WGS (N=3164),5250880.16,4517.56
MHQ WGS (N=3164),5874610.31,6782.15
MHQ WGS (N=3164),7036950.9,6710.93
MHQ WGS (N=3164),3487609.53,3330.63
MHQ WGS (N=3164),4304873.58,3652.77
MHQ WGS (N=3164),3177234.06,3360.4
MHQ WGS (N=3164),6095686.94,4431.71
MHQ WGS (N=3164),3635142.57,4567.05
MHQ WGS (N=3164),4139585.01,4028.72
MHQ WGS (N=3164),6222899.26,6450.83
MHQ WGS (N=3164),7739163.4,6868.58
MHQ WGS (N=3164),3643514.21,4657.97
MHQ WGS (N=3164),2600774.01,2660.32
MHQ WGS (N=3164),2338933.29,2660.82
MHQ WGS (N=3164),2958397.94,2839.95
MHQ WGS (N=3164),4210218.45,3865.28
MHQ WGS (N=3164),3317331.48,2798.99
MHQ WGS (N=3164),4871766.46,4603.78
MHQ WGS (N=3164),3660955.78,3944.98
MHQ WGS (N=3164),2484601.77,2325.69
MHQ WGS (N=3164),7854706.24,7892.25
MHQ WGS (N=3164),3422247.02,3248.35
MHQ WGS (N=3164),5293801.75,6158.94
MHQ WGS (N=3164),3448890.04,3181.85
MHQ WGS (N=3164),3714582.5,3904.55
MHQ WGS (N=3164),4471741.71,4064.6
MHQ WGS (N=3164),7867697.58,8906.64
MHQ WGS (N=3164),2791248.84,2861.07
MHQ WGS (N=3164),1151735.07,1116.77
MHQ WGS (N=3164),3739443.66,3446.16
MHQ WGS (N=3164),4023611.87,4011.23
MHQ WGS (N=3164),3774302.15,3592.16
MHQ WGS (N=3164),6942446.36,6450.06
MHQ WGS (N=3164),12150021.03,9362.94
MHQ WGS (N=3164),2017791.57,2198.69
MHQ WGS (N=3164),3516370.53,3120.34
MHQ WGS (N=3164),1362316.15,1166.53
MHQ WGS (N=3164),2011879.88,1648.33
MHQ WGS (N=3164),2567413.56,2630.75
MHQ WGS (N=3164),3544860.11,2975.29
MHQ WGS (N=3164),3802145.96,3266.63
MHQ WGS (N=3164),4110768.7,3060.64
MHQ WGS (N=3164),4569053.67,5056.16
MHQ WGS (N=3164),3329069.1,2288.34
MHQ WGS (N=3164),3156773.75,2329.71
MHQ WGS (N=3164),4150430.64,3862.03
MHQ WGS (N=3164),4207881.04,5581.23
MHQ WGS (N=3164),5449009.42,7265.67
MHQ WGS (N=3164),5658663.19,5450.98
MHQ WGS (N=3164),3159218.86,2527.65
MHQ WGS (N=3164),2199136.56,2600.9
MHQ WGS (N=3164),8255502.7,8067.65
MHQ WGS (N=3164),5182276.63,5242.75
MHQ WGS (N=3164),2304566.03,2141.39
MHQ WGS (N=3164),4400327.06,4769.5
MHQ WGS (N=3164),4693336.5,4737.06
MHQ WGS (N=3164),5680842.46,5522.89
MHQ WGS (N=3164),4067085.99,4474.34
MHQ WGS (N=3164),2969135.82,3532.78
MHQ WGS (N=3164),4778109.06,4451.97
MHQ WGS (N=3164),1981017.65,1908.47
MHQ WGS (N=3164),8585695.43,8282.9
MHQ WGS (N=3164),6898111.25,6433.82
MHQ WGS (N=3164),7109202.47,6756.85
MHQ WGS (N=3164),3409733.5,4100.09
MHQ WGS (N=3164),4669044.28,4001.47
MHQ WGS (N=3164),5988303.81,5289.3
MHQ WGS (N=3164),2364522.59,2136.03
MHQ WGS (N=3164),5173462.41,4402.22
MHQ WGS (N=3164),4153575.37,4115.39
MHQ WGS (N=3164),2865760.0,3073.69
MHQ WGS (N=3164),3568936.4,2921.35
MHQ WGS (N=3164),3941368.63,3902.7
MHQ WGS (N=3164),5695832.39,5768.24
MHQ WGS (N=3164),3534705.53,4201.84
MHQ WGS (N=3164),4141039.47,4367.94
MHQ WGS (N=3164),5330219.51,5640.45
MHQ WGS (N=3164),3024624.12,2630.93
MHQ WGS (N=3164),2803027.52,2794.89
MHQ WGS (N=3164),3181690.92,2720.89
MHQ WGS (N=3164),5971135.41,6304.26
MHQ WGS (N=3164),8719321.02,9309.24
MHQ WGS (N=3164),6613673.19,5149.1
MHQ WGS (N=3164),3632381.41,3790.55
MHQ WGS (N=3164),4008321.32,4415.72
MHQ WGS (N=3164),5274506.91,5321.42
MHQ WGS (N=3164),3570547.37,3745.88
MHQ WGS (N=3164),4295083.12,4992.96
MHQ WGS (N=3164),1536772.8,1289.27
MHQ WGS (N=3164),8277446.32,8942.19
MHQ WGS (N=3164),6759416.93,6311.75
MHQ WGS (N=3164),5548255.67,5107.5
MHQ WGS (N=3164),5493314.33,4826.71
MHQ WGS (N=3164),2675248.15,2959.3
MHQ WGS (N=3164),4653534.83,4208.61
MHQ WGS (N=3164),3107988.57,4367.67
MHQ WGS (N=3164),2439786.1,2032.21
MHQ WGS (N=3164),3215963.97,3139.77
MHQ WGS (N=3164),7010415.28,5694.77
MHQ WGS (N=3164),3839458.05,3273.95
MHQ WGS (N=3164),2722570.84,3493.59
MHQ WGS (N=3164),3591465.88,2474.91
MHQ WGS (N=3164),2102664.61,2561.71
MHQ WGS (N=3164),3246714.71,3694.3
MHQ WGS (N=3164),6671066.38,5421.15
MHQ WGS (N=3164),3926273.79,3969.18
MHQ WGS (N=3164),3564583.11,3101.72
MHQ WGS (N=3164),2944508.89,2624.95
MHQ WGS (N=3164),4923685.33,4338.15
MHQ WGS (N=3164),5928423.23,5065.37
MHQ WGS (N=3164),2695942.43,2702.94
MHQ WGS (N=3164),2241036.08,2020.71
MHQ WGS (N=3164),4641176.26,5650.29
MHQ WGS (N=3164),2606238.84,3225.28
MHQ WGS (N=3164),2070078.21,1672.12
MHQ WGS (N=3164),4650686.5,4928.19
MHQ WGS (N=3164),3297802.24,3402.54
MHQ WGS (N=3164),3301419.86,3902.65
MHQ WGS (N=3164),2313613.0,2638.64
MHQ WGS (N=3164),3445503.84,3425.66
MHQ WGS (N=3164),2819887.66,2521.28
MHQ WGS (N=3164),5921930.54,5414.18
MHQ WGS (N=3164),3637952.85,4223.83
MHQ WGS (N=3164),9682252.58,8078.32
MHQ WGS (N=3164),4326622.37,3958.07
MHQ WGS (N=3164),6164565.12,5375.6
MHQ WGS (N=3164),1894867.18,1610.43
MHQ WGS (N=3164),6789755.57,5859.6
MHQ WGS (N=3164),3127947.44,2504.14
MHQ WGS (N=3164),1920730.99,1768.32
MHQ WGS (N=3164),1495564.92,1178.56
MHQ WGS (N=3164),4451423.63,4654.92
MHQ WGS (N=3164),4231776.3,4046.35
MHQ WGS (N=3164),2866129.21,3770.59
MHQ WGS (N=3164),4292182.68,4948.79
MHQ WGS (N=3164),4112521.23,3763.34
MHQ WGS (N=3164),3847411.67,3181.58
MHQ WGS (N=3164),5579317.55,5080.61
MHQ WGS (N=3164),3375997.84,2918.49
MHQ WGS (N=3164),4631689.43,4541.45
MHQ WGS (N=3164),4690657.84,4329.44
MHQ WGS (N=3164),4125111.4,4253.03
MHQ WGS (N=3164),2986067.88,2858.37
MHQ WGS (N=3164),4508225.94,5981.0
MHQ WGS (N=3164),3903928.92,3915.6
MHQ WGS (N=3164),4557153.4,3185.6
MHQ WGS (N=3164),2716962.25,2658.58
MHQ WGS (N=3164),3072449.85,2663.27
MHQ WGS (N=3164),3975330.12,4595.7
MHQ WGS (N=3164),4084907.21,3562.91
MHQ WGS (N=3164),6378014.9,4702.66
MHQ WGS (N=3164),2218605.45,1820.51
MHQ WGS (N=3164),5614021.79,5312.2
MHQ WGS (N=3164),3432877.56,3551.03
MHQ WGS (N=3164),2618440.1,2482.99
MHQ WGS (N=3164),1762464.4,1502.17
MHQ WGS (N=3164),2414481.74,2601.96
MHQ WGS (N=3164),3764810.82,3761.91
MHQ WGS (N=3164),3140647.35,3152.95
MHQ WGS (N=3164),6125265.08,4882.14
MHQ WGS (N=3164),7538173.85,7043.16
MHQ WGS (N=3164),5674827.7,6202.94
MHQ WGS (N=3164),5666236.3,5295.84
MHQ WGS (N=3164),3224517.83,3336.56
MHQ WGS (N=3164),5474279.16,4666.89
MHQ WGS (N=3164),2811191.87,2849.37
MHQ WGS (N=3164),4076984.81,4820.51
MHQ WGS (N=3164),3884186.91,3000.9
MHQ WGS (N=3164),3202588.23,3495.49
MHQ WGS (N=3164),3536279.75,3096.16
MHQ WGS (N=3164),3518867.73,3222.85
MHQ WGS (N=3164),5363581.69,6144.12
MHQ WGS (N=3164),6081629.97,6676.89
MHQ WGS (N=3164),3813979.71,3290.3
MHQ WGS (N=3164),3336744.0,3159.49
MHQ WGS (N=3164),4077474.22,3663.24
MHQ WGS (N=3164),5197796.92,4536.81
MHQ WGS (N=3164),4194617.02,4783.95
MHQ WGS (N=3164),4119470.43,3547.41
MHQ WGS (N=3164),4858515.79,4078.04
MHQ WGS (N=3164),5376257.96,3956.93
MHQ WGS (N=3164),3884358.77,3215.92
MHQ WGS (N=3164),5340788.26,6140.1
MHQ WGS (N=3164),3132926.82,2494.42
MHQ WGS (N=3164),4500806.78,5263.47
MHQ WGS (N=3164),4572916.7,5589.41
MHQ WGS (N=3164),5326879.58,5662.81
MHQ WGS (N=3164),4455213.49,4657.59
MHQ WGS (N=3164),4178574.75,3816.79
MHQ WGS (N=3164),2326077.87,2056.93
MHQ WGS (N=3164),4541922.84,4990.28
MHQ WGS (N=3164),5634428.13,4511.8
MHQ WGS (N=3164),10733719.75,10389.76
MHQ WGS (N=3164),2759751.63,2845.9
MHQ WGS (N=3164),4551243.54,3698.46
MHQ WGS (N=3164),6388718.82,5577.34
MHQ WGS (N=3164),1783138.27,1461.2
MHQ WGS (N=3164),6884667.23,7357.21
MHQ WGS (N=3164),2027043.51,2047.92
MHQ WGS (N=3164),3123491.21,3607.02
MHQ WGS (N=3164),3961012.08,3877.27
MHQ WGS (N=3164),8308878.74,6933.01
MHQ WGS (N=3164),6131270.79,5754.92
MHQ WGS (N=3164),7229122.05,6021.21
MHQ WGS (N=3164),2342304.1,2004.8
MHQ WGS (N=3164),3651254.5,3235.8
MHQ WGS (N=3164),4210636.42,3140.22
MHQ WGS (N=3164),6613640.49,8555.68
MHQ WGS (N=3164),2060900.5,2087.76
MHQ WGS (N=3164),2907470.7,2979.76
MHQ WGS (N=3164),6581659.14,6356.14
MHQ WGS (N=3164),3731331.59,4632.33
MHQ WGS (N=3164),2369446.03,2395.21
MHQ WGS (N=3164),4969400.51,4573.44
MHQ WGS (N=3164),3617164.56,3622.32
MHQ WGS (N=3164),3964145.08,3605.74
MHQ WGS (N=3164),4627124.23,4400.16
MHQ WGS (N=3164),3249411.65,3330.68
MHQ WGS (N=3164),6130165.53,4850.9
MHQ WGS (N=3164),5058090.17,4067.75
MHQ WGS (N=3164),2996082.39,2846.0
MHQ WGS (N=3164),8096506.5,7253.71
MHQ WGS (N=3164),5448922.48,4373.86
MHQ WGS (N=3164),2804665.95,3353.31
MHQ WGS (N=3164),8651351.97,9225.26
MHQ WGS (N=3164),6229655.82,4864.45
MHQ WGS (N=3164),3657950.51,4534.04
MHQ WGS (N=3164),6093361.67,5083.19
MHQ WGS (N=3164),2964171.89,2654.11
MHQ WGS (N=3164),7687677.68,9058.95
MHQ WGS (N=3164),2089085.43,1937.67
MHQ WGS (N=3164),4014601.27,3539.55
MHQ WGS (N=3164),3004196.95,3228.65
MHQ WGS (N=3164),10107089.41,10568.53
MHQ WGS (N=3164),2019869.56,1828.15
MHQ WGS (N=3164),4458679.88,4331.23
MHQ WGS (N=3164),2867195.86,2467.17
MHQ WGS (N=3164),6468463.2,8650.0
MHQ WGS (N=3164),5035521.15,5170.29
MHQ WGS (N=3164),4806016.59,5055.78
MHQ WGS (N=3164),5743149.8,5386.21
MHQ WGS (N=3164),2333829.74,3010.94
MHQ WGS (N=3164),6409770.51,5016.5
MHQ WGS (N=3164),3393106.97,3636.02
MHQ WGS (N=3164),4099495.92,4206.54
MHQ WGS (N=3164),4548832.54,4880.13
MHQ WGS (N=3164),5681062.55,5204.46
MHQ WGS (N=3164),7273044.65,6722.6
MHQ WGS (N=3164),5230948.37,3863.5
MHQ WGS (N=3164),6113369.04,7104.89
MHQ WGS (N=3164),3641258.65,3630.83
MHQ WGS (N=3164),4304708.64,4558.8
MHQ WGS (N=3164),4445660.25,3807.84
MHQ WGS (N=3164),1846097.32,1642.66
MHQ WGS (N=3164),1873267.09,2040.44
MHQ WGS (N=3164),2947142.55,2878.77
MHQ WGS (N=3164),2976465.34,2868.47
MHQ WGS (N=3164),5955899.29,5338.75
MHQ WGS (N=3164),1097840.36,1044.42
MHQ WGS (N=3164),5366888.31,4764.81
MHQ WGS (N=3164),2930635.14,3023.72
MHQ WGS (N=3164),3278147.33,3789.53
MHQ WGS (N=3164),4876601.58,4930.58
MHQ WGS (N=3164),4811262.31,4801.12
MHQ WGS (N=3164),4025473.81,4387.35
MHQ WGS (N=3164),4044352.15,3735.39
MHQ WGS (N=3164),6670968.7,6984.95
MHQ WGS (N=3164),4291784.01,4698.84
MHQ WGS (N=3164),6455900.51,5908.07
MHQ WGS (N=3164),5200416.86,4258.64
MHQ WGS (N=3164),4338787.59,3918.58
MHQ WGS (N=3164),6016689.0,6246.28
MHQ WGS (N=3164),2961031.91,2309.82
MHQ WGS (N=3164),8925996.44,9719.95
MHQ WGS (N=3164),1905499.61,2046.33
MHQ WGS (N=3164),7131894.21,4827.99
MHQ WGS (N=3164),3721193.14,4029.73
MHQ WGS (N=3164),4197422.97,3069.22
